apk_Name,apk_size,apk_type,app_icon,app_introduce,app_name,app_version,developer,download_count,download_url,star,update_time
,71.71M,旅游,https://pp.myapp.com/ma_icon/0/icon_6789_1589033867/96,,航班管家,V7.7.8,深圳市活力天汇科技有限公司,8693万下载,https://imtt.dd.qq.com/16891/apk/83E3B11CF8101BBF3C947F9FA94520A7.apk?fsname=com.flightmanager.view_7.7.8_196.apk&csr=1bbd,5分,
,0M,,,,,V,,0下载,,0分,
,100.08M,旅游,https://pp.myapp.com/ma_icon/0/icon_7328_1587724816/96,,途牛旅游,V10.26.1,南京途牛科技有限公司,7999万下载,https://imtt.dd.qq.com/16891/apk/F49777340E4BFD1CF31F97B958FB08F8.apk?fsname=com.tuniu.app.ui_10.26.1_189.apk&csr=1bbd,4.1分,
,66.09M,旅游,https://pp.myapp.com/ma_icon/0/icon_10168431_1588075795/96,,铁友火车票-12306抢票,V9.2.3,上海迅途票务代理有限公司,2554万下载,https://imtt.dd.qq.com/16891/apk/1D80A329D44EC7F023EC685D67A1C353.apk?fsname=com.tieyou.train.ark_9.2.3_707923.apk&csr=1bbd,4.7分,
,73.7M,旅游,https://pp.myapp.com/ma_icon/0/icon_1268114_1589029358/96,,高铁管家,V7.3.4.1,深圳市活力天汇科技有限公司,1.1亿下载,https://imtt.dd.qq.com/16891/apk/93F00D1B67022240C281CBDFABDFDF93.apk?fsname=com.gtgj.view_7.3.4.1_202.apk&csr=1bbd,4.9分,
,55.1M,旅游,https://pp.myapp.com/ma_icon/0/icon_6306_1588305859/96,,艺龙旅行,V9.65.2,艺龙信息技术（合肥）有限公司,6307万下载,https://imtt.dd.qq.com/16891/apk/8339D3BBD596EAB13DEF8E5F18A67344.apk?fsname=com.dp.android.elong_9.65.2_9650.apk&csr=1bbd,4.9分,
,53.55M,旅游,https://pp.myapp.com/ma_icon/0/icon_5091_1588066454/96,,去哪儿旅行-酒店.火车,V9.0.3,北京趣拿软件科技有限公司,3.3亿下载,https://imtt.dd.qq.com/16891/apk/EE2D813F8A9644247D1D90925D2AA6D2.apk?fsname=com.Qunar_9.0.3_218.apk&csr=1bbd,4.2分,
,93.03M,旅游,https://pp.myapp.com/ma_icon/0/icon_11188_1588064170/96,,飞猪,V9.5.1.104,淘宝（中国）软件有限公司,6319万下载,https://imtt.dd.qq.com/16891/apk/37B1AE32315D7B9F295C71B170ACA259.apk?fsname=com.taobao.trip_9.5.1.104_8100146.apk&csr=1bbd,4.8分,
,65.27M,旅游,https://pp.myapp.com/ma_icon/0/icon_255442_1588073863/96,,12306智行火车票,V9.2.3,上海蒜芽信息科技有限公司,7236万下载,https://imtt.dd.qq.com/16891/apk/324AA00E31E695EABBB17A24C4D3C1BE.apk?fsname=com.yipiao_9.2.3_707923.apk&csr=1bbd,4.7分,
,96.83M,旅游,https://pp.myapp.com/ma_icon/0/icon_6240_1587870212/96,,携程旅行迪士尼酒店机票火车票旅游门票攻略团购,V8.23.2,携程计算机技术（上海）有限公司,3.5亿下载,https://imtt.dd.qq.com/16891/apk/AEE741DF3DB4F993291BF5D949E52C7F.apk?fsname=ctrip.android.view_8.23.2_1287.apk&csr=1bbd,4.6分,
,651.48M,飞行射击,https://pp.myapp.com/ma_icon/0/icon_10366241_1585880114/96,,全民飞机大战,V1.0.100,腾讯公司,1.5亿下载,https://imtt.dd.qq.com/16891/apk/8493B247D8E75D936C55F80B29D0FE36.apk?fsname=com.tencent.feiji_1.0.100_85.apk&csr=1bbd,4.7分,
,1984.73M,飞行射击,https://pp.myapp.com/ma_icon/0/icon_12165022_1587089971/96,,穿越火线-枪战王者（国民枪战手游）,V1.0.110.390,腾讯公司,2.6亿下载,https://imtt.dd.qq.com/16891/apk/56CB21CBD460DD14DD7C43B44271DC1C.apk?fsname=com.tencent.tmgp.cf_1.0.110.390_390.apk&csr=1bbd,4.7分,
,0M,,,,,V,,0下载,,0分,
,55.55M,旅游,https://pp.myapp.com/ma_icon/0/icon_4852_1588668143/96,,同程旅行-再出发就同程,V10.0.0.3,同程网络科技股份有限公司,2.5亿下载,https://imtt.dd.qq.com/16891/apk/55A01F73A13ECDC1E8C7F2D9B1273C99.apk?fsname=com.tongcheng.android_10.0.0.3_224.apk&csr=1bbd,4.9分,
,20.74M,通讯,https://pp.myapp.com/ma_icon/0/icon_8461_1589016037/96,,QQ同步助手-微信文件备份,V6.9.29,腾讯公司,12亿下载,https://imtt.dd.qq.com/16891/apk/2E6836D8FDD15F1C2242BA038CC6C8F6.apk?fsname=com.tencent.qqpim_6.9.29_1970.apk&csr=1bbd,4.7分,
,254.74M,体育竞速,https://pp.myapp.com/ma_icon/0/icon_10307710_1567062710/96,,天天飞车,V3.6.4.709,腾讯公司,2.4亿下载,https://imtt.dd.qq.com/16891/apk/BDD2DF5865BC9A01E03C1A1DB8EE3162.apk?fsname=com.tencent.game.SSGame_3.6.4.709_464709.apk&csr=1bbd,4.7分,
,83.77M,音乐,https://pp.myapp.com/ma_icon/0/icon_10966186_1588142389/96,,全民K歌,V7.0.31.278,腾讯公司,7.2亿下载,https://imtt.dd.qq.com/16891/apk/267CC39FB5DE638FB0CBBB1394AF6D03.apk?fsname=com.tencent.karaoke_7.0.31.278_532.apk&csr=1bbd,4.3分,
,0M,,,,,V,,0下载,,0分,
,311.45M,网络游戏,https://pp.myapp.com/ma_icon/0/icon_10069077_1579570520/96,,蜀山传奇,V1.13.8,腾讯公司,95万下载,https://imtt.dd.qq.com/16891/apk/E77D94C451FA0782B0AE77A8C858613B.apk?fsname=com.kingnet.ssl_1.13.8_11308.apk&csr=1bbd,3.1分,
,25.64M,摄影,https://pp.myapp.com/ma_icon/0/icon_1272034_1555796543/96,,QQ创意相机,V1.8.0.15,腾讯公司,864万下载,https://imtt.dd.qq.com/16891/apk/CAE6693510AB3B079490BF9B5386E71F.apk?fsname=com.tencent.qqpicshow_1.8.0.15_180.apk&csr=1bbd,3.9分,
,32.53M,工具,https://pp.myapp.com/ma_icon/0/icon_10872_1588237693/96,,QQ输入法,V7.1.1,腾讯公司,7038万下载,https://imtt.dd.qq.com/16891/apk/483CD0C8DAD691FB086FD061674B189A.apk?fsname=com.tencent.qqpinyin_7.1.1_5205.apk&csr=1bbd,3.7分,
,26.62M,娱乐,https://pp.myapp.com/ma_icon/0/icon_3439_1571388444/96,,QQ游戏,V6.9.1,腾讯公司,1.9亿下载,https://imtt.dd.qq.com/16891/apk/D3B1E8522F32826E9489A40EA6069D5F.apk?fsname=com.tencent.qqgame_6.9.1_60995.apk&csr=1bbd,3.7分,
,52.23M,棋牌中心,https://pp.myapp.com/ma_icon/0/icon_4504_1588125583/96,,天天象棋,V4.0.2.3,腾讯公司,1.1亿下载,https://imtt.dd.qq.com/16891/apk/A2F60D024A61C5E72BA3B3FE5E6B1F57.apk?fsname=com.tencent.qqgame.xq_4.0.2.3_40203.apk&csr=1bbd,4.3分,
,98.43M,摄影,https://pp.myapp.com/ma_icon/0/icon_10452361_1588219405/96,,天天P图,V6.3.5.2625,腾讯公司,1.9亿下载,https://imtt.dd.qq.com/16891/apk/C970ECF06F048E69EA0EB2ECDC0A03D6.apk?fsname=com.tencent.ttpic_6.3.5.2625_60305.apk&csr=1bbd,4.7分,
,49.45M,阅读,https://pp.myapp.com/ma_icon/0/icon_256164_1587711888/96,,腾讯动漫,V8.3.10,腾讯公司,7902万下载,https://imtt.dd.qq.com/16891/apk/0F4DC658D416DEAE7C476512D76A1635.apk?fsname=com.qq.ac.android_8.3.10_172.apk&csr=1bbd,4.3分,
,205.04M,休闲益智,https://pp.myapp.com/ma_icon/0/icon_10098215_1587979244/96,,天天爱消除（阿童木版）,V1.86.0.0Build344,腾讯公司,2.7亿下载,https://imtt.dd.qq.com/16891/apk/7B8AB42D45252E97E1588C99126DD5EE.apk?fsname=com.tencent.peng_1.86.0.0Build344_1086000.apk&csr=1bbd,4.7分,
,60.08M,休闲益智,https://pp.myapp.com/ma_icon/0/icon_10170898_1583486343/96,,节奏大师,V2.5.12.1,腾讯公司,1.8亿下载,https://imtt.dd.qq.com/16891/apk/23CB1F6924B4EBA13DA115430B80AD8F.apk?fsname=com.tencent.game.rhythmmaster_2.5.12.1_25121.apk&csr=1bbd,4.5分,
,918.76M,体育竞速,https://pp.myapp.com/ma_icon/0/icon_10099632_1588146215/96,,天天酷跑,V1.0.75.0,腾讯公司,9.0亿下载,https://imtt.dd.qq.com/16891/apk/7B3486C041AB4C36DCDF598434B009C0.apk?fsname=com.tencent.pao_1.0.75.0_7501.apk&csr=1bbd,4.7分,
,126.99M,棋牌中心,https://pp.myapp.com/ma_icon/0/icon_97949_1587884534/96,,欢乐斗地主（腾讯）,V7.002.108,腾讯公司,8.0亿下载,https://imtt.dd.qq.com/16891/apk/E7C9387B7E833793E4187E82824BB5E9.apk?fsname=com.qqgame.hlddz_7.002.108_216.apk&csr=1bbd,4.6分,
,1383.46M,角色扮演,https://pp.myapp.com/ma_icon/0/icon_11949435_1588214680/96,,热血传奇-跨服新大陆,V1.4.64.8071,腾讯公司,1984万下载,https://imtt.dd.qq.com/16891/apk/EB8C2215B3372C2B8866AF6DB2CBFBAB.apk?fsname=com.tencent.tmgp.rxcq_1.4.64.8071_8071.apk&csr=1bbd,4.7分,
,79.68M,视频,https://pp.myapp.com/ma_icon/0/icon_10261931_1588938651/96,,微视-短视频创作与分享,V6.8.1.588,腾讯公司,3.0亿下载,https://imtt.dd.qq.com/16891/apk/58CAA6F99A84CFE2F2F48D7BD492F034.apk?fsname=com.tencent.weishi_6.8.1.588_681.apk&csr=1bbd,4.2分,
,51.74M,摄影,https://pp.myapp.com/ma_icon/0/icon_1264115_1588235584/96,,水印相机,V3.1.8.486,腾讯公司,3156万下载,https://imtt.dd.qq.com/16891/apk/C2175991DA1951E077C6D99F3E455701.apk?fsname=com.tencent.zebra_3.1.8.486_318.apk&csr=1bbd,3.4分,
,60.82M,棋牌中心,https://pp.myapp.com/ma_icon/0/icon_10103101_1588731110/96,,欢乐升级（腾讯）,V3.9.41,腾讯公司,2537万下载,https://imtt.dd.qq.com/16891/apk/D025D0D2A5891AADCEBB70F94EB65B7F.apk?fsname=com.tencent.qqgame.qqhlupwvga_3.9.41_39410.apk&csr=1bbd,4.2分,
,608.25M,网络游戏,https://pp.myapp.com/ma_icon/0/icon_11869393_1585624955/96,,拳皇98 终极之战OL--腾讯第一街机版手游,V6.1,腾讯公司,2618万下载,https://imtt.dd.qq.com/16891/apk/B5645A7221D41309D213C302F1AE091D.apk?fsname=com.tencent.tmgp.kof98_6.1_66.apk&csr=1bbd,4.5分,
,649.5M,飞行射击,https://pp.myapp.com/ma_icon/0/icon_11285571_1583377568/96,,全民突击,V4.13.0,腾讯公司,9385万下载,https://imtt.dd.qq.com/16891/apk/3112E5A4F186646C981DBFD2EF341609.apk?fsname=com.tencent.WeFire_4.13.0_8242.apk&csr=1bbd,4.7分,
,749.13M,飞行射击,https://pp.myapp.com/ma_icon/0/icon_10453026_1579170832/96,,雷霆战机-- 超人气飞行射击类手游,V1.10.795,腾讯公司,1.9亿下载,https://imtt.dd.qq.com/16891/apk/B8E393F73E4AE905E323953CCED59072.apk?fsname=com.tencent.clover_1.10.795_110795.apk&csr=1bbd,4.6分,
,49.18M,社交,https://pp.myapp.com/ma_icon/0/icon_9959_1583976615/96,,QQ空间,V8.5.1.288,腾讯公司,15亿下载,https://imtt.dd.qq.com/16891/apk/21689149F0BA089378FA02C8D01625E9.apk?fsname=com.qzone_8.5.1.288_129.apk&csr=1bbd,3.9分,
,18.23M,新闻,https://pp.myapp.com/ma_icon/0/icon_5613_1588752438/96,,腾讯新闻-事实派，真实客观的精品资讯,V6.1.10,腾讯公司,30亿下载,https://imtt.dd.qq.com/16891/apk/0BAE75693D60A2867393A2C2B5C31873.apk?fsname=com.tencent.news_6.1.10_6110.apk&csr=1bbd,4.3分,
,48.08M,视频,https://pp.myapp.com/ma_icon/0/icon_3040_1588212775/96,,腾讯视频,V8.2.3.20937,腾讯公司,50亿下载,https://imtt.dd.qq.com/16891/apk/809E96D5BB3DFD575FE665D1B8C17BC0.apk?fsname=com.tencent.qqlive_8.2.3.20937_20937.apk&csr=1bbd,3.5分,
,27.44M,办公,https://pp.myapp.com/ma_icon/0/icon_1129680_1588995701/96,,QQ邮箱,V5.7.6,腾讯公司,4.7亿下载,https://imtt.dd.qq.com/16891/apk/A0013675476D8DF66F02A6FB09356DAC.apk?fsname=com.tencent.androidqqmail_5.7.6_10144055.apk&csr=1bbd,3.8分,
,47.05M,动作冒险,https://pp.myapp.com/ma_icon/0/icon_10451659_1567760868/96,,天天炫斗,V1.47.525.1,腾讯公司,1.1亿下载,https://imtt.dd.qq.com/16891/apk/1A9B50957A0948E379C107903D7E6E09.apk?fsname=com.tencent.game.VXDGame_1.47.525.1_47000878.apk&csr=1bbd,4.6分,
,72.34M,音乐,https://pp.myapp.com/ma_icon/0/icon_6259_1588905616/96,,QQ音乐,V9.13.0.5,腾讯公司,24亿下载,https://imtt.dd.qq.com/16891/apk/F0B9551971E2D320D051ED806872258F.apk?fsname=com.tencent.qqmusic_9.13.0.5_1490.apk&csr=1bbd,3.9分,
,1868.19M,网络游戏,https://pp.myapp.com/ma_icon/0/icon_12127266_1587095895/96,,王者荣耀,V1.53.1.10,腾讯公司,11亿下载,https://imtt.dd.qq.com/16891/apk/23C6DAF12A8C041F0937AABFCAE70BF6.apk?fsname=com.tencent.tmgp.sgame_1.53.1.10_53011012.apk&csr=1bbd,3.8分,
,36.23M,工具,https://pp.myapp.com/ma_icon/0/icon_11384_1588845113/96,,QQ浏览器-便捷管理手机文件,V10.3.1.6830,腾讯公司,29亿下载,https://imtt.dd.qq.com/16891/apk/A2DF5891348A2FC983BB1C0B6D812CF6.apk?fsname=com.tencent.mtt_10.3.1.6830_10316830.apk&csr=1bbd,4.3分,
,13.85M,阅读,https://pp.myapp.com/ma_icon/0/icon_11490_1585559944/96,,天翼阅读,V6.3.3,天翼阅读文化传播有限公司,2644万下载,https://imtt.dd.qq.com/16891/apk/7E9AFC83925A76B39757999D08CFA530.apk?fsname=com.lectek.android.sfreader_6.3.3_633.apk&csr=1bbd,4.6分,
,25.66M,安全,https://pp.myapp.com/ma_icon/0/icon_5284_1587520812/96,,腾讯手机管家—QQ微信保护,V8.4.0,腾讯公司,35亿下载,https://imtt.dd.qq.com/16891/apk/503D8676CC0754B15F3C6D1309C0F5F0.apk?fsname=com.tencent.qqpimsecure_8.4.0_1401.apk&csr=1bbd,4.2分,
,86.28M,社交,https://pp.myapp.com/ma_icon/0/icon_6633_1587996236/96,,QQ,V8.3.5,腾讯公司,92亿下载,https://imtt.dd.qq.com/16891/apk/221898E0C997311A5633016FB428C157.apk?fsname=com.tencent.mobileqq_8.3.5_1392.apk&csr=1bbd,3.4分,
,140.85M,社交,https://pp.myapp.com/ma_icon/0/icon_10910_1588216965/96,,微信,V7.0.14,腾讯公司,83亿下载,https://imtt.dd.qq.com/16891/apk/63CBE275778E415D1BD67137C858D0E7.apk?fsname=com.tencent.mm_7.0.14_1660.apk&csr=1bbd,3.5分,
,13.3M,阅读,https://pp.myapp.com/ma_icon/0/icon_12100820_1575604507/96,,免费小说专区,V3.9.2.3072,霍尔果斯瑞铭信息科技有限公司,1216万下载,https://imtt.dd.qq.com/16891/apk/43A5BC40E454E4D34B5499D3D7AD03BD.apk?fsname=com.jrtd.mfxszq_3.9.2.3072_3923072.apk&csr=1bbd,4.9分,
,23.36M,阅读,https://pp.myapp.com/ma_icon/0/icon_10353_1583478240/96,,安卓读书,V6.6.5.0,福州佳软软件技术有限公司,1307万下载,https://imtt.dd.qq.com/16891/apk/436FFB3270BC12DD16CA6E25A7464AE6.apk?fsname=com.jiasoft.swreader_6.6.5.0_2036.apk&csr=1bbd,4.6分,
,23M,阅读,https://pp.myapp.com/ma_icon/0/icon_6989_1589160078/96,,爱动漫,V4.3.09,天翼爱动漫文化传媒有限公司,3028万下载,https://imtt.dd.qq.com/16891/apk/8327179C0B43CD5F9A13C25BA7ACEF37.apk?fsname=com.erdo.android.FJDXCartoon_4.3.09_4003009.apk&csr=1bbd,4.3分,
,14.41M,阅读,https://pp.myapp.com/ma_icon/0/icon_10416650_1573204969/96,,点众快看小说,V3.9.2.3068,北京点众科技股份有限公司,888万下载,https://imtt.dd.qq.com/16891/apk/DF4FD15AF9A9B51BA74D2710CF738EEF.apk?fsname=com.ishugui_3.9.2.3068_3923068.apk&csr=1bbd,4.9分,
,16.99M,阅读,https://pp.myapp.com/ma_icon/0/icon_42312303_1588407560/96,,奇热小说,V5.0.2,长沙奇热信息科技有限公司,2015万下载,https://imtt.dd.qq.com/16891/apk/ED07EF7974029ADE5EC70FD73E07D324.apk?fsname=com.qixiao.qrxs_5.0.2_502.apk&csr=1bbd,5分,
,31.63M,阅读,https://pp.myapp.com/ma_icon/0/icon_52480331_1587985785/96,,惠头条,V4.2.0.4,书铭信息科技（上海）有限公司,5575万下载,https://imtt.dd.qq.com/16891/apk/C9ED12B368E05A1988039B6237BD610B.apk?fsname=com.cashtoutiao_4.2.0.4_76.apk&csr=1bbd,4.5分,
,26.71M,阅读,https://pp.myapp.com/ma_icon/0/icon_10225149_1589043710/96,,百度阅读,V6.0.8.1,百度在线网络技术（北京）有限公司,2889万下载,https://imtt.dd.qq.com/16891/apk/8D30E09A239344FFB24AAEB26D43F0BF.apk?fsname=com.baidu.yuedu_6.0.8.1_6081.apk&csr=1bbd,4.6分,
,45.45M,阅读,https://pp.myapp.com/ma_icon/0/icon_7516_1588832953/96,,起点读书,V7.9.31,上海玄霆娱乐信息科技有限公司,2405万下载,https://imtt.dd.qq.com/16891/apk/A4D091A178880E27A8F5234D50D8E063.apk?fsname=com.qidian.QDReader_7.9.31_449.apk&csr=1bbd,4.5分,
,14.65M,阅读,https://pp.myapp.com/ma_icon/0/icon_5712_1579416894/96,,布卡漫画,V2.4.1.6,珠海布卡科技有限公司,1758万下载,https://imtt.dd.qq.com/16891/apk/EBAC390B5B158A82E98F43CB9FAC9ECE.apk?fsname=cn.ibuka.manga.ui_2.4.1.6_33816838.apk&csr=1bbd,4.2分,
,43.14M,阅读,https://pp.myapp.com/ma_icon/0/icon_12144239_1588126071/96,,微信读书,V4.5.7,腾讯公司,5829万下载,https://imtt.dd.qq.com/16891/apk/79117EBE07E298164CC69477B940EF28.apk?fsname=com.tencent.weread_4.5.7_10143342.apk&csr=1bbd,4.8分,
,22.53M,阅读,https://pp.myapp.com/ma_icon/0/icon_9254_1582269293/96,,塔读文学,V6.55,北京易天新动网络科技有限公司,3933万下载,https://imtt.dd.qq.com/16891/apk/CD5C8352ACFB98552B138C8F03AC25A5.apk?fsname=com.tadu.android_6.55_1164.apk&csr=1bbd,4.7分,
,49.34M,阅读,https://pp.myapp.com/ma_icon/0/icon_1272392_1588829591/96,,知乎,V6.39.4,北京智者天下科技有限公司,1.0亿下载,https://imtt.dd.qq.com/16891/apk/2CE3E5BE126F64C4F2AD4A5D5F5BC231.apk?fsname=com.zhihu.android_6.39.4_2004.apk&csr=1bbd,3.6分,
,0M,,,,,V,,0下载,,0分,
,15.1M,阅读,https://pp.myapp.com/ma_icon/0/icon_204620_1588989570/96,,Flipboard红板报,V5.1.14,凡博（北京）科技有限公司,2.0亿下载,https://imtt.dd.qq.com/16891/apk/BC58D7CFB954EA44FCD22FAED9EB0E81.apk?fsname=flipboard.cn_5.1.14_500114.apk&csr=1bbd,4.7分,
,34.65M,阅读,https://pp.myapp.com/ma_icon/0/icon_10169396_1588150338/96,,漫画岛-手机漫画阅读神器,V4.9.02,上海元聚网络科技有限公司,4492万下载,https://imtt.dd.qq.com/16891/apk/59A5A9AFB31E1DC72172136BB0443DE1.apk?fsname=com.android.comicsisland.activity_4.9.02_10101.apk&csr=1bbd,4.6分,
,27.47M,阅读,https://pp.myapp.com/ma_icon/0/icon_6986_1588851927/96,,多看阅读,V6.2.3.1,北京多看科技有限公司,2.3亿下载,https://imtt.dd.qq.com/16891/apk/8CD3D9E4934556A3ACAA2B9895E68100.apk?fsname=com.duokan.reader_6.2.3.1_623200430.apk&csr=1bbd,4.2分,
,136.51M,视频,https://pp.myapp.com/ma_icon/0/icon_5127_1587980778/96,,咪咕圈圈,V6.3.200425,咪咕动漫有限公司,3966万下载,https://imtt.dd.qq.com/16891/apk/6F9ED33DA48EA302349CA10238864468.apk?fsname=com.hisunflytone.android_6.3.200425_223.apk&csr=1bbd,5分,
,21.07M,阅读,https://pp.myapp.com/ma_icon/0/icon_6157_1588733733/96,,搜狐新闻,V6.3.9,北京搜狐新时代信息技术有限公司,1.8亿下载,https://imtt.dd.qq.com/16891/apk/FCF82B67A5DE2E5BCD8C93C81D294F44.apk?fsname=com.sohu.newsclient_6.3.9_752.apk&csr=1bbd,4.2分,
,15.75M,阅读,https://pp.myapp.com/ma_icon/0/icon_10962087_1586918351/96,,免费小说大全,V3.9.3.3096,北京点众快看科技有限公司,3951万下载,https://imtt.dd.qq.com/16891/apk/A280F3E58E3BD04A1B97C17A290AF4C1.apk?fsname=com.aikan_3.9.3.3096_3933096.apk&csr=1bbd,4.7分,
,31.22M,阅读,https://pp.myapp.com/ma_icon/0/icon_14119_1587379585/96,,爱读掌阅,V7.26.3,掌阅科技股份有限公司,1.5亿下载,https://imtt.dd.qq.com/16891/apk/71CC745D39C55C4E0AF2099CD22720D4.apk?fsname=com.chaozh.iReaderFree15_7.26.3_72630.apk&csr=1bbd,4.6分,
,0M,,,,,V,,0下载,,0分,
,27.72M,阅读,https://pp.myapp.com/ma_icon/0/icon_10196_1588132385/96,,凤凰新闻,V6.8.71,北京天盈九州网络技术有限公司,1.5亿下载,https://imtt.dd.qq.com/16891/apk/548204F918721344F81F2E0E133B85A5.apk?fsname=com.ifeng.news2_6.8.71_873.apk&csr=1bbd,4.9分,
,30.03M,阅读,https://pp.myapp.com/ma_icon/0/icon_8906_1587639151/96,,懒人听书FM-电台小说收音机,V6.6.7,深圳市懒人在线科技有限公司,1.0亿下载,https://imtt.dd.qq.com/16891/apk/CD9432749624B647EC401A5EE5AA6566.apk?fsname=bubei.tingshu_6.6.7_20667.apk&csr=1bbd,4.3分,
,28.14M,阅读,https://pp.myapp.com/ma_icon/0/icon_7267_1587522031/96,,网易新闻（官方）,V67.1,网易传媒科技（北京）有限公司,3.7亿下载,https://imtt.dd.qq.com/16891/apk/E4C5E63968392E72020A3E7350370AC6.apk?fsname=com.netease.newsreader.activity_67.1_1147.apk&csr=1bbd,4.6分,
,21.6M,阅读,https://pp.myapp.com/ma_icon/0/icon_10231316_1588926057/96,,宜搜小说,V4.6.0,深圳市宜搜科技发展有限公司,6897万下载,https://imtt.dd.qq.com/16891/apk/1979207B4151B469AF5189938C1C050A.apk?fsname=com.esbook.reader_4.6.0_1081.apk&csr=1bbd,4.6分,
,46.37M,阅读,https://pp.myapp.com/ma_icon/0/icon_7731_1588841924/96,,书旗小说,V11.1.2.110,广州阿里巴巴文学信息技术有限公司,1.8亿下载,https://imtt.dd.qq.com/16891/apk/65785FD29FE494CE49936DB489A4CBDD.apk?fsname=com.shuqi.controller_11.1.2.110_192.apk&csr=1bbd,3.4分,
,80.65M,阅读,https://pp.myapp.com/ma_icon/0/icon_9938_1588054274/96,,咪咕阅读,V8.10.0,咪咕数字传媒有限公司,1.1亿下载,https://imtt.dd.qq.com/16891/apk/5129C89FE51715A847C7F4273FB1B840.apk?fsname=com.ophone.reader.ui_8.10.0_260.apk&csr=1bbd,4.8分,
,31.49M,阅读,https://pp.myapp.com/ma_icon/0/icon_12082013_1588159851/96,,看点快报,V6.3.80,腾讯科技（上海）有限公司,6.2亿下载,https://imtt.dd.qq.com/16891/apk/7E1644B81D80A4D0242926B68803EA4C.apk?fsname=com.tencent.reading_6.3.80_6380.apk&csr=1bbd,4.3分,
,41.66M,阅读,https://pp.myapp.com/ma_icon/0/icon_1210709_1589014980/96,,追书神器,V4.54,上海元聚网络科技有限公司,1.4亿下载,https://imtt.dd.qq.com/16891/apk/1A064DE379AA04BDAF5DED88FF2D2C2D.apk?fsname=com.ushaqi.zhuishushenqi_4.54_4800.apk&csr=1bbd,4.7分,
,50.37M,阅读,https://pp.myapp.com/ma_icon/0/icon_11668248_1588906017/96,,快看漫画,V5.68.0,快看世界（北京）科技有限公司,1.3亿下载,https://imtt.dd.qq.com/16891/apk/8B051BC6372820168FBADCF8791CF545.apk?fsname=com.kuaikan.comic_5.68.0_568000.apk&csr=1bbd,4.8分,
,32.52M,阅读,https://pp.myapp.com/ma_icon/0/icon_11569_1587701148/96,,掌阅,V7.27.0,掌阅科技股份有限公司,1.9亿下载,https://imtt.dd.qq.com/16891/apk/E9FAF8C58157E28AFF48A81376D11113.apk?fsname=com.chaozh.iReaderFree_7.27.0_72701.apk&csr=1bbd,4.8分,
,35.84M,阅读,https://pp.myapp.com/ma_icon/0/icon_10555_1588937634/96,,QQ阅读-小说漫画电子书阅读器,V7.2.1.667,上海阅文信息技术有限公司,3.6亿下载,https://imtt.dd.qq.com/16891/apk/68D534B4BA9C05375F2C4330811B0835.apk?fsname=com.qq.reader_7.2.1.667_151.apk&csr=1bbd,4分,
,49.45M,阅读,https://pp.myapp.com/ma_icon/0/icon_256164_1587711888/96,,腾讯动漫,V8.3.10,腾讯公司,7902万下载,https://imtt.dd.qq.com/16891/apk/0F4DC658D416DEAE7C476512D76A1635.apk?fsname=com.qq.ac.android_8.3.10_172.apk&csr=1bbd,4.3分,
,29.36M,阅读,https://pp.myapp.com/ma_icon/0/icon_213141_1588925809/96,,今日头条,V7.7.2,北京字节跳动科技有限公司,20亿下载,https://imtt.dd.qq.com/16891/apk/9FFBB2485B0A18AEF504846A6D2B58BB.apk?fsname=com.ss.android.article.news_7.7.2_7720.apk&csr=1bbd,4.7分,
,32.4M,购物,https://pp.myapp.com/ma_icon/0/icon_42318693_1588904687/96,,爱上街,V4.6.7,浙江阿拉丁电子商务股份有限公司,1579万下载,https://imtt.dd.qq.com/16891/apk/E19DD740C506F443D5BE92A409176ACD.apk?fsname=com.alfl.www_4.6.7_30000467.apk&csr=1bbd,4.8分,
,70.64M,购物,https://pp.myapp.com/ma_icon/0/icon_12251848_1588211940/96,,斗牛DoNew,V3.7.9,上海砸立电子商务有限公司,3201万下载,https://imtt.dd.qq.com/16891/apk/B42B35A627C32E161910B6073EC684C5.apk?fsname=com.etechs.eyee_3.7.9_10152.apk&csr=1bbd,5分,
,75.42M,购物,https://pp.myapp.com/ma_icon/0/icon_215829_1587607867/96,,淘粉吧-省钱返利,V11.38,杭州淘粉吧网络技术股份有限公司,2162万下载,https://imtt.dd.qq.com/16891/apk/27FFF14646761744D116D254E0845F58.apk?fsname=com.leixun.taofen8_11.38_8002.apk&csr=1bbd,4.6分,
,37.01M,购物,https://pp.myapp.com/ma_icon/0/icon_9797_1585294485/96,,1号店,V6.4.9,纽海信息技术（上海）有限公司,2552万下载,https://imtt.dd.qq.com/16891/apk/38731E44B2F1405BF5BF379381225E89.apk?fsname=com.thestore.main_6.4.9_649.apk&csr=1bbd,4.3分,
,17.02M,购物,https://pp.myapp.com/ma_icon/0/icon_10480134_1585644405/96,,精品街9块9包邮,V6.0.3,上海小鬼网络科技有限公司,1642万下载,https://imtt.dd.qq.com/16891/apk/3FAEB27476A6CF84AC678B01928A28DE.apk?fsname=com.xg.nine_6.0.3_139.apk&csr=1bbd,4.4分,
,21.6M,购物,https://pp.myapp.com/ma_icon/0/icon_283954_1586748139/96,,卷皮折扣-天天特价,V5.2.8,武汉奇米网络科技有限公司,4750万下载,https://imtt.dd.qq.com/16891/apk/3CD8FB6D7FF7FA9BD17BEE42099E1F2F.apk?fsname=com.juanpi.ui_5.2.8_151.apk&csr=1bbd,4.8分,
